params,mean_test_score,rank_test_score
"{'alpha': np.float64(0.737465499088835), 'colsample_bytree': np.float64(0.9971859184477201), 'learning_rate': np.float64(0.006237083361463531), 'max_depth': 7, 'min_child_samples': 166, 'n_estimators': 1605, 'num_leaves': 56, 'objective': 'regression', 'reg_alpha': np.float64(0.21680910658649122), 'reg_lambda': np.float64(0.29449394683942987), 'subsample': np.float64(0.9983325500117483), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.657540044691052)}",-1.6614225861000826,170
"{'alpha': np.float64(0.8993572171310764), 'colsample_bytree': np.float64(0.8226886339133465), 'learning_rate': np.float64(0.043328081931681466), 'max_depth': 7, 'min_child_samples': 115, 'n_estimators': 1161, 'num_leaves': 87, 'objective': 'huber', 'reg_alpha': np.float64(0.9626493185548747), 'reg_lambda': np.float64(0.9444097255772734), 'subsample': np.float64(0.6564327395110854), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4251138466188178)}",-1.661522007512186,171
"{'alpha': np.float64(0.7194325143502449), 'colsample_bytree': np.float64(0.631059733868642), 'learning_rate': np.float64(0.016951015157991356), 'max_depth': 10, 'min_child_samples': 94, 'n_estimators': 959, 'num_leaves': 43, 'objective': 'poisson', 'reg_alpha': np.float64(0.9551152072917014), 'reg_lambda': np.float64(0.5225765993367452), 'subsample': np.float64(0.7198262711815495), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1614896602209308)}",-1.6619615964624508,172
"{'alpha': np.float64(0.7597623788458758), 'colsample_bytree': np.float64(0.8952276493354068), 'learning_rate': np.float64(0.05595707796631063), 'max_depth': 7, 'min_child_samples': 52, 'n_estimators': 773, 'num_leaves': 134, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.325104015431699), 'reg_lambda': np.float64(0.6863271966860974), 'subsample': np.float64(0.6278564592649623), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2399051497407676)}",-1.6620919684159332,173
"{'alpha': np.float64(0.8345407037344742), 'colsample_bytree': np.float64(0.8447762021349324), 'learning_rate': np.float64(0.0068673477342340436), 'max_depth': 11, 'min_child_samples': 176, 'n_estimators': 1103, 'num_leaves': 48, 'objective': 'tweedie', 'reg_alpha': np.float64(0.6362913539792481), 'reg_lambda': np.float64(0.761121537043158), 'subsample': np.float64(0.6640286539818292), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.469245979535832)}",-1.6625937132814734,174
"{'alpha': np.float64(0.5473666333386555), 'colsample_bytree': np.float64(0.6669438932554511), 'learning_rate': np.float64(0.0919610708009398), 'max_depth': 12, 'min_child_samples': 107, 'n_estimators': 492, 'num_leaves': 76, 'objective': 'huber', 'reg_alpha': np.float64(0.13578904706393713), 'reg_lambda': np.float64(0.09930220275369295), 'subsample': np.float64(0.683545628282296), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8405098640202686)}",-1.6645850025082722,175
"{'alpha': np.float64(0.720836950666453), 'colsample_bytree': np.float64(0.8891584386487102), 'learning_rate': np.float64(0.05847031091441388), 'max_depth': 6, 'min_child_samples': 98, 'n_estimators': 2812, 'num_leaves': 145, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.2799790936602842), 'reg_lambda': np.float64(0.7694929331919369), 'subsample': np.float64(0.6748174994230093), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.358943389123395)}",-1.664585909083407,176
"{'alpha': np.float64(0.7688358959766388), 'colsample_bytree': np.float64(0.8402067441734613), 'learning_rate': np.float64(0.03666086148558026), 'max_depth': 11, 'min_child_samples': 157, 'n_estimators': 1758, 'num_leaves': 131, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.1662833687560794), 'reg_lambda': np.float64(0.7380336164263704), 'subsample': np.float64(0.6331194671700505), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5825216875731107)}",-1.664810132837524,177
"{'alpha': np.float64(0.8612840518691052), 'colsample_bytree': np.float64(0.6018528092018411), 'learning_rate': np.float64(0.013578832470883099), 'max_depth': 8, 'min_child_samples': 44, 'n_estimators': 1675, 'num_leaves': 84, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.4657001223188132), 'reg_lambda': np.float64(0.48083697808907355), 'subsample': np.float64(0.9673818899757205), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5696545793092538)}",-1.666198619267421,178
"{'alpha': np.float64(0.9259054309176824), 'colsample_bytree': np.float64(0.9570232909945898), 'learning_rate': np.float64(0.017566467077622737), 'max_depth': 8, 'min_child_samples': 42, 'n_estimators': 923, 'num_leaves': 93, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.20468010905728395), 'reg_lambda': np.float64(0.5911303032585165), 'subsample': np.float64(0.6744543591013391), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3652517592537552)}",-1.666610556080108,179
"{'alpha': np.float64(0.9204962120624814), 'colsample_bytree': np.float64(0.7406490748958537), 'learning_rate': np.float64(0.0067751910215430875), 'max_depth': 8, 'min_child_samples': 136, 'n_estimators': 2591, 'num_leaves': 36, 'objective': 'poisson', 'reg_alpha': np.float64(0.8030258978326634), 'reg_lambda': np.float64(0.5391612766752545), 'subsample': np.float64(0.7245230796624015), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5882670266487349)}",-1.6668528632808897,180
"{'alpha': np.float64(0.9335060747691796), 'colsample_bytree': np.float64(0.7021226098913728), 'learning_rate': np.float64(0.036288877801480365), 'max_depth': 11, 'min_child_samples': 190, 'n_estimators': 2043, 'num_leaves': 123, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.6178472402012138), 'reg_lambda': np.float64(0.8689049844787182), 'subsample': np.float64(0.8282438986555318), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1243096477574697)}",-1.668160216796517,181
"{'alpha': np.float64(0.780959321660207), 'colsample_bytree': np.float64(0.7182534743350856), 'learning_rate': np.float64(0.006858374575271965), 'max_depth': 8, 'min_child_samples': 49, 'n_estimators': 2031, 'num_leaves': 84, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.12208795470067335), 'reg_lambda': np.float64(0.3562978380769749), 'subsample': np.float64(0.9627313766183017), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3177057995077084)}",-1.6685856905126282,182
"{'alpha': np.float64(0.7006812381546447), 'colsample_bytree': np.float64(0.8590294573607631), 'learning_rate': np.float64(0.029668585869203127), 'max_depth': 11, 'min_child_samples': 48, 'n_estimators': 956, 'num_leaves': 42, 'objective': 'huber', 'reg_alpha': np.float64(0.2525087496883822), 'reg_lambda': np.float64(0.0010294798456333965), 'subsample': np.float64(0.6635753133107026), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4748315334148676)}",-1.668686650942502,183
"{'alpha': np.float64(0.8213146900100854), 'colsample_bytree': np.float64(0.8431620856362815), 'learning_rate': np.float64(0.01263203121294518), 'max_depth': 14, 'min_child_samples': 122, 'n_estimators': 1037, 'num_leaves': 17, 'objective': 'regression', 'reg_alpha': np.float64(0.636401370183407), 'reg_lambda': np.float64(0.051135381442100725), 'subsample': np.float64(0.7030428881334887), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1476197602782174)}",-1.670150767391302,184
"{'alpha': np.float64(0.6111083420004135), 'colsample_bytree': np.float64(0.9354196859611312), 'learning_rate': np.float64(0.014533767729446262), 'max_depth': 6, 'min_child_samples': 179, 'n_estimators': 811, 'num_leaves': 94, 'objective': 'tweedie', 'reg_alpha': np.float64(0.2350372148038251), 'reg_lambda': np.float64(0.8306885105200769), 'subsample': np.float64(0.8179310630180747), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2321936403540827)}",-1.6703136781665286,185
"{'alpha': np.float64(0.6874546228170315), 'colsample_bytree': np.float64(0.8090040724342353), 'learning_rate': np.float64(0.005889128403480312), 'max_depth': 14, 'min_child_samples': 187, 'n_estimators': 2488, 'num_leaves': 112, 'objective': 'poisson', 'reg_alpha': np.float64(0.30394251225502733), 'reg_lambda': np.float64(0.2304166621173499), 'subsample': np.float64(0.6005895288345245), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6834758352703973)}",-1.670807128250965,186
"{'alpha': np.float64(0.8040605526676763), 'colsample_bytree': np.float64(0.8940864476963089), 'learning_rate': np.float64(0.009353592687615786), 'max_depth': 14, 'min_child_samples': 118, 'n_estimators': 312, 'num_leaves': 99, 'objective': 'regression', 'reg_alpha': np.float64(0.5166358912710143), 'reg_lambda': np.float64(0.260829174830409), 'subsample': np.float64(0.9985014799031697), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.872335481031035)}",-1.6713027344119886,187
"{'alpha': np.float64(0.7834000653482689), 'colsample_bytree': np.float64(0.6865296092146214), 'learning_rate': np.float64(0.02361795479073701), 'max_depth': 8, 'min_child_samples': 141, 'n_estimators': 1826, 'num_leaves': 70, 'objective': 'huber', 'reg_alpha': np.float64(0.39624201890265875), 'reg_lambda': np.float64(0.7582384757040913), 'subsample': np.float64(0.8784082472215169), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2231167250718842)}",-1.6715149546710315,188
"{'alpha': np.float64(0.7692472693050921), 'colsample_bytree': np.float64(0.8429225793050685), 'learning_rate': np.float64(0.010496074671197668), 'max_depth': 13, 'min_child_samples': 185, 'n_estimators': 1066, 'num_leaves': 72, 'objective': 'poisson', 'reg_alpha': np.float64(0.26899340443509767), 'reg_lambda': np.float64(0.7975591006371882), 'subsample': np.float64(0.7241447835694295), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.464176119265441)}",-1.671941087038988,189
"{'alpha': np.float64(0.6811475196186413), 'colsample_bytree': np.float64(0.6872092429976346), 'learning_rate': np.float64(0.034530655717434695), 'max_depth': 8, 'min_child_samples': 173, 'n_estimators': 491, 'num_leaves': 38, 'objective': 'poisson', 'reg_alpha': np.float64(0.6912218576096544), 'reg_lambda': np.float64(0.6831838564454814), 'subsample': np.float64(0.9290335503646696), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.523729342924065)}",-1.6723491608643457,190
"{'alpha': np.float64(0.546489030705807), 'colsample_bytree': np.float64(0.8338682801770355), 'learning_rate': np.float64(0.039296066591046216), 'max_depth': 8, 'min_child_samples': 62, 'n_estimators': 175, 'num_leaves': 59, 'objective': 'poisson', 'reg_alpha': np.float64(0.8679182945200221), 'reg_lambda': np.float64(0.4547398556338591), 'subsample': np.float64(0.8062384114317), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4910772642055363)}",-1.6750962948691943,191
"{'alpha': np.float64(0.5932524420536254), 'colsample_bytree': np.float64(0.9512882669916769), 'learning_rate': np.float64(0.048289041156005054), 'max_depth': 6, 'min_child_samples': 111, 'n_estimators': 2192, 'num_leaves': 81, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.49816518664589293), 'reg_lambda': np.float64(0.4762106967890142), 'subsample': np.float64(0.9325485960250005), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3462217918168395)}",-1.6769219891720226,192
"{'alpha': np.float64(0.8667744927811056), 'colsample_bytree': np.float64(0.7992363014044023), 'learning_rate': np.float64(0.006114588210267201), 'max_depth': 9, 'min_child_samples': 172, 'n_estimators': 1451, 'num_leaves': 85, 'objective': 'poisson', 'reg_alpha': np.float64(0.010995828658480478), 'reg_lambda': np.float64(0.13688563006880727), 'subsample': np.float64(0.960007456739242), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7991120620500123)}",-1.6774501021660106,193
"{'alpha': np.float64(0.5462367136035905), 'colsample_bytree': np.float64(0.6756158098910127), 'learning_rate': np.float64(0.05220332152302609), 'max_depth': 6, 'min_child_samples': 115, 'n_estimators': 2391, 'num_leaves': 96, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.4669679999636107), 'reg_lambda': np.float64(0.3403707463057627), 'subsample': np.float64(0.976179402294469), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.166172369219483)}",-1.6789873169908862,194
"{'alpha': np.float64(0.5291841175173357), 'colsample_bytree': np.float64(0.8319935149712525), 'learning_rate': np.float64(0.026883034870430172), 'max_depth': 8, 'min_child_samples': 139, 'n_estimators': 2863, 'num_leaves': 33, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.5993689656629339), 'reg_lambda': np.float64(0.602145644052481), 'subsample': np.float64(0.6091731245072168), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3576864033833485)}",-1.6826050126200172,195
"{'alpha': np.float64(0.7767402081535095), 'colsample_bytree': np.float64(0.875153643951966), 'learning_rate': np.float64(0.015388432935986596), 'max_depth': 13, 'min_child_samples': 183, 'n_estimators': 2695, 'num_leaves': 99, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.03531135494023907), 'reg_lambda': np.float64(0.7457337827312321), 'subsample': np.float64(0.6809922240660949), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8664587840955043)}",-1.6826310904429724,196
"{'alpha': np.float64(0.7166000194410492), 'colsample_bytree': np.float64(0.9590698690711826), 'learning_rate': np.float64(0.03769799509488829), 'max_depth': 5, 'min_child_samples': 94, 'n_estimators': 2430, 'num_leaves': 59, 'objective': 'huber', 'reg_alpha': np.float64(0.3918582964090789), 'reg_lambda': np.float64(0.6591137644695265), 'subsample': np.float64(0.6435573255924156), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6092309174026838)}",-1.6832831340335084,197
"{'alpha': np.float64(0.9053158388050664), 'colsample_bytree': np.float64(0.7686883707493821), 'learning_rate': np.float64(0.011458592426474207), 'max_depth': 7, 'min_child_samples': 144, 'n_estimators': 1341, 'num_leaves': 140, 'objective': 'poisson', 'reg_alpha': np.float64(0.4658128070202485), 'reg_lambda': np.float64(0.8359980637812094), 'subsample': np.float64(0.6943168375836839), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7208001656283436)}",-1.686268034161591,198
"{'alpha': np.float64(0.7441153860737154), 'colsample_bytree': np.float64(0.7973107387135199), 'learning_rate': np.float64(0.006383199421196557), 'max_depth': 7, 'min_child_samples': 54, 'n_estimators': 494, 'num_leaves': 102, 'objective': 'regression', 'reg_alpha': np.float64(0.8404524062769335), 'reg_lambda': np.float64(0.17419333657825364), 'subsample': np.float64(0.9843122205947907), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4327258929175528)}",-1.6870512845180534,199
"{'alpha': np.float64(0.885708301935327), 'colsample_bytree': np.float64(0.8301421613006223), 'learning_rate': np.float64(0.006285634284767816), 'max_depth': 13, 'min_child_samples': 181, 'n_estimators': 1494, 'num_leaves': 143, 'objective': 'poisson', 'reg_alpha': np.float64(0.34180370549218253), 'reg_lambda': np.float64(0.7390265577879587), 'subsample': np.float64(0.6893053542020785), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6134879670842843)}",-1.6892238171799825,200
"{'alpha': np.float64(0.7680878276850305), 'colsample_bytree': np.float64(0.760475165615593), 'learning_rate': np.float64(0.015010351782075394), 'max_depth': 10, 'min_child_samples': 188, 'n_estimators': 757, 'num_leaves': 22, 'objective': 'regression', 'reg_alpha': np.float64(0.831863113251422), 'reg_lambda': np.float64(0.6696026161339619), 'subsample': np.float64(0.6279726422837736), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.612134579062533)}",-1.6905881647572385,201
"{'alpha': np.float64(0.7985918174075197), 'colsample_bytree': np.float64(0.6712143867479006), 'learning_rate': np.float64(0.08899207133428697), 'max_depth': 5, 'min_child_samples': 167, 'n_estimators': 391, 'num_leaves': 72, 'objective': 'poisson', 'reg_alpha': np.float64(0.1844628714188561), 'reg_lambda': np.float64(0.29959591176647704), 'subsample': np.float64(0.7239747705074444), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4178544923660783)}",-1.6912015832596343,202
"{'alpha': np.float64(0.7539984908054971), 'colsample_bytree': np.float64(0.6767129822367443), 'learning_rate': np.float64(0.009429096214354593), 'max_depth': 6, 'min_child_samples': 178, 'n_estimators': 1129, 'num_leaves': 92, 'objective': 'regression', 'reg_alpha': np.float64(0.14224936868719618), 'reg_lambda': np.float64(0.1213849394224289), 'subsample': np.float64(0.7213100590270383), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1808366488085174)}",-1.692808752612014,203
"{'alpha': np.float64(0.6424473493705415), 'colsample_bytree': np.float64(0.9265643139860122), 'learning_rate': np.float64(0.022462426187573232), 'max_depth': 12, 'min_child_samples': 26, 'n_estimators': 424, 'num_leaves': 123, 'objective': 'huber', 'reg_alpha': np.float64(0.6279933826040981), 'reg_lambda': np.float64(0.24751007314041196), 'subsample': np.float64(0.6651260198707455), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2495315524867694)}",-1.6944543734627722,204
"{'alpha': np.float64(0.8434198810665002), 'colsample_bytree': np.float64(0.7633225371037804), 'learning_rate': np.float64(0.04861556979339634), 'max_depth': 8, 'min_child_samples': 164, 'n_estimators': 600, 'num_leaves': 146, 'objective': 'huber', 'reg_alpha': np.float64(0.059093890078253275), 'reg_lambda': np.float64(0.8988473881802473), 'subsample': np.float64(0.8603074190234989), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7993813793106814)}",-1.6983140960364975,205
"{'alpha': np.float64(0.7512320541231939), 'colsample_bytree': np.float64(0.9530545372757359), 'learning_rate': np.float64(0.008800019057804526), 'max_depth': 13, 'min_child_samples': 118, 'n_estimators': 1732, 'num_leaves': 57, 'objective': 'huber', 'reg_alpha': np.float64(0.8563242918780924), 'reg_lambda': np.float64(0.4045081271221901), 'subsample': np.float64(0.9551080395043839), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7807427590140104)}",-1.6988535129874354,206
"{'alpha': np.float64(0.5401419479204252), 'colsample_bytree': np.float64(0.8141342256062094), 'learning_rate': np.float64(0.010055219402611063), 'max_depth': 8, 'min_child_samples': 44, 'n_estimators': 1653, 'num_leaves': 147, 'objective': 'huber', 'reg_alpha': np.float64(0.648822840291576), 'reg_lambda': np.float64(0.4795821017542502), 'subsample': np.float64(0.8336797938856677), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6894579803159304)}",-1.6988986733480136,207
"{'alpha': np.float64(0.8441644104063479), 'colsample_bytree': np.float64(0.669935450904165), 'learning_rate': np.float64(0.022533234928413633), 'max_depth': 13, 'min_child_samples': 153, 'n_estimators': 1098, 'num_leaves': 126, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.06817230938549357), 'reg_lambda': np.float64(0.025811906949486985), 'subsample': np.float64(0.6540665156619291), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8704920892713393)}",-1.700608957374668,208
"{'alpha': np.float64(0.5000847798004618), 'colsample_bytree': np.float64(0.667632428142397), 'learning_rate': np.float64(0.016071583109871633), 'max_depth': 10, 'min_child_samples': 161, 'n_estimators': 2709, 'num_leaves': 81, 'objective': 'huber', 'reg_alpha': np.float64(0.41276112926602604), 'reg_lambda': np.float64(0.8023543291592642), 'subsample': np.float64(0.7916280252413405), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1144000711561721)}",-1.70208456097551,209
"{'alpha': np.float64(0.9338352874205487), 'colsample_bytree': np.float64(0.6357158098102291), 'learning_rate': np.float64(0.039156392903145355), 'max_depth': 14, 'min_child_samples': 176, 'n_estimators': 978, 'num_leaves': 69, 'objective': 'huber', 'reg_alpha': np.float64(0.8442487024058184), 'reg_lambda': np.float64(0.6758477464643364), 'subsample': np.float64(0.655646339556435), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3033851069989566)}",-1.702347806445148,210
"{'alpha': np.float64(0.7465031124724938), 'colsample_bytree': np.float64(0.9915830028164416), 'learning_rate': np.float64(0.026405002537010776), 'max_depth': 6, 'min_child_samples': 188, 'n_estimators': 2018, 'num_leaves': 80, 'objective': 'huber', 'reg_alpha': np.float64(0.6054826692144046), 'reg_lambda': np.float64(0.5167899391281582), 'subsample': np.float64(0.8960645475045852), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.604560376927028)}",-1.703535763166748,211
"{'alpha': np.float64(0.6079043116208315), 'colsample_bytree': np.float64(0.6375493160325166), 'learning_rate': np.float64(0.008647372189812772), 'max_depth': 9, 'min_child_samples': 148, 'n_estimators': 1262, 'num_leaves': 78, 'objective': 'poisson', 'reg_alpha': np.float64(0.4196000624277899), 'reg_lambda': np.float64(0.24773098950115746), 'subsample': np.float64(0.7423890714605046), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7062768883714954)}",-1.704911121279806,212
"{'alpha': np.float64(0.9188993174273639), 'colsample_bytree': np.float64(0.9306858639724074), 'learning_rate': np.float64(0.0073792586575942), 'max_depth': 13, 'min_child_samples': 174, 'n_estimators': 1747, 'num_leaves': 109, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.8918721448107347), 'reg_lambda': np.float64(0.43381741957652953), 'subsample': np.float64(0.9639772575417568), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4018544431705544)}",-1.706794581527103,213
"{'alpha': np.float64(0.5064770698833901), 'colsample_bytree': np.float64(0.6464290562027665), 'learning_rate': np.float64(0.005738796456666943), 'max_depth': 5, 'min_child_samples': 113, 'n_estimators': 1823, 'num_leaves': 94, 'objective': 'tweedie', 'reg_alpha': np.float64(0.17320186991001518), 'reg_lambda': np.float64(0.43385164923797304), 'subsample': np.float64(0.7594018937589494), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5926800784417732)}",-1.70687029837091,214
"{'alpha': np.float64(0.7188608668980235), 'colsample_bytree': np.float64(0.7635820708341973), 'learning_rate': np.float64(0.050490725860374217), 'max_depth': 7, 'min_child_samples': 183, 'n_estimators': 843, 'num_leaves': 52, 'objective': 'huber', 'reg_alpha': np.float64(0.34569599350391944), 'reg_lambda': np.float64(0.18159771680142567), 'subsample': np.float64(0.9633802245334513), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5667134358128965)}",-1.7075043463245525,215
"{'alpha': np.float64(0.9325357537207615), 'colsample_bytree': np.float64(0.9621402567824255), 'learning_rate': np.float64(0.008988767423482596), 'max_depth': 6, 'min_child_samples': 54, 'n_estimators': 2824, 'num_leaves': 90, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.3189756302937613), 'reg_lambda': np.float64(0.8448753109694546), 'subsample': np.float64(0.6093087742943303), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7515747860711488)}",-1.7096091740091204,216
"{'alpha': np.float64(0.8519069007198352), 'colsample_bytree': np.float64(0.817522291146495), 'learning_rate': np.float64(0.006743723170345346), 'max_depth': 14, 'min_child_samples': 65, 'n_estimators': 1865, 'num_leaves': 11, 'objective': 'regression', 'reg_alpha': np.float64(0.12436839900051022), 'reg_lambda': np.float64(0.41364267491863527), 'subsample': np.float64(0.7971458337789786), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.4234317978038953)}",-1.7098234928414335,217
"{'alpha': np.float64(0.6794762133666783), 'colsample_bytree': np.float64(0.9690492232351159), 'learning_rate': np.float64(0.020565287676410627), 'max_depth': 9, 'min_child_samples': 177, 'n_estimators': 1481, 'num_leaves': 117, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.28218707469320015), 'reg_lambda': np.float64(0.26170568373590597), 'subsample': np.float64(0.6987915196287999), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.8250036644168295)}",-1.7108464099827745,218
"{'alpha': np.float64(0.7065232324685692), 'colsample_bytree': np.float64(0.893093389914466), 'learning_rate': np.float64(0.030785497588010986), 'max_depth': 6, 'min_child_samples': 113, 'n_estimators': 1377, 'num_leaves': 147, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.8050903184956627), 'reg_lambda': np.float64(0.8229838050417675), 'subsample': np.float64(0.9730842032531045), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.5354031728909583)}",-1.7125717299488794,219
"{'alpha': np.float64(0.8003076791208927), 'colsample_bytree': np.float64(0.6041710797589612), 'learning_rate': np.float64(0.010746588244616318), 'max_depth': 8, 'min_child_samples': 97, 'n_estimators': 1690, 'num_leaves': 131, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.32221550344462835), 'reg_lambda': np.float64(0.12523357043282712), 'subsample': np.float64(0.7897344439624856), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.191165307771454)}",-1.7127539788908803,220
"{'alpha': np.float64(0.6661537166794532), 'colsample_bytree': np.float64(0.7817071888876399), 'learning_rate': np.float64(0.025865395084640683), 'max_depth': 14, 'min_child_samples': 191, 'n_estimators': 2995, 'num_leaves': 22, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.08786811124265681), 'reg_lambda': np.float64(0.13882477344202038), 'subsample': np.float64(0.6010843597657318), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.1933568513133452)}",-1.7132015287247504,221
"{'alpha': np.float64(0.867124906245778), 'colsample_bytree': np.float64(0.6897762287346643), 'learning_rate': np.float64(0.009776050465004321), 'max_depth': 13, 'min_child_samples': 92, 'n_estimators': 629, 'num_leaves': 110, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.4574320977737073), 'reg_lambda': np.float64(0.3911697660803798), 'subsample': np.float64(0.709183749942526), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.481341462664295)}",-1.714629380435969,222
"{'alpha': np.float64(0.7505605681062576), 'colsample_bytree': np.float64(0.9744619096643123), 'learning_rate': np.float64(0.04022774121838482), 'max_depth': 12, 'min_child_samples': 193, 'n_estimators': 675, 'num_leaves': 41, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.25416364906973876), 'reg_lambda': np.float64(0.29529058841893874), 'subsample': np.float64(0.7290203056954402), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7789358359397398)}",-1.7149420759561742,223
"{'alpha': np.float64(0.8083104394435179), 'colsample_bytree': np.float64(0.644172745364441), 'learning_rate': np.float64(0.011890812919822842), 'max_depth': 8, 'min_child_samples': 159, 'n_estimators': 2380, 'num_leaves': 65, 'objective': 'regression_l1', 'reg_alpha': np.float64(0.5355538148796726), 'reg_lambda': np.float64(0.3568859751711102), 'subsample': np.float64(0.7415156634945744), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.7628444783248653)}",-1.715063839702338,224
"{'alpha': np.float64(0.8430283106494771), 'colsample_bytree': np.float64(0.9191254595434538), 'learning_rate': np.float64(0.018436435677004117), 'max_depth': 5, 'min_child_samples': 107, 'n_estimators': 871, 'num_leaves': 98, 'objective': 'poisson', 'reg_alpha': np.float64(0.3245858299002703), 'reg_lambda': np.float64(0.3664615348713979), 'subsample': np.float64(0.7584690766437021), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.6563737653518897)}",-1.717039279009322,225
"{'alpha': np.float64(0.7914605542436131), 'colsample_bytree': np.float64(0.6002081507981263), 'learning_rate': np.float64(0.014377145302803967), 'max_depth': 7, 'min_child_samples': 122, 'n_estimators': 759, 'num_leaves': 146, 'objective': 'poisson', 'reg_alpha': np.float64(0.6924360328902703), 'reg_lambda': np.float64(0.2694123337985215), 'subsample': np.float64(0.6976502088991097), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.2346328337383445)}",-1.7174809928347774,226
"{'alpha': np.float64(0.5649744344601503), 'colsample_bytree': np.float64(0.9135949434757422), 'learning_rate': np.float64(0.017563395011390318), 'max_depth': 10, 'min_child_samples': 158, 'n_estimators': 1278, 'num_leaves': 13, 'objective': 'poisson', 'reg_alpha': np.float64(0.46952554204386265), 'reg_lambda': np.float64(0.028311274402667785), 'subsample': np.float64(0.6840117398065126), 'subsample_freq': 1, 'tweedie_variance_power': np.float64(1.3248304651048226)}",-1.7187427458400584,227
