params,mean_test_score,rank_test_score
"{'colsample_bytree': np.float64(0.6464290562027665), 'learning_rate': np.float64(0.005846843704964268), 'max_depth': 19, 'min_child_weight': 103, 'n_estimators': 2273, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7036578593800237), 'reg_lambda': np.float64(0.4741738290873252), 'subsample': np.float64(0.6391336642604005), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.493292700093466)}",-1.697954291731269,259
"{'colsample_bytree': np.float64(0.7239747705074444), 'learning_rate': np.float64(0.01931332450216555), 'max_depth': 19, 'min_child_weight': 182, 'n_estimators': 2000, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8365648132923329), 'reg_lambda': np.float64(0.5874536042340743), 'subsample': np.float64(0.7176178716883886), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6712473598318627)}",-1.6983034007315865,260
"{'colsample_bytree': np.float64(0.6746893183092165), 'learning_rate': np.float64(0.006884505209608776), 'max_depth': 11, 'min_child_weight': 173, 'n_estimators': 984, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.31234910188551357), 'reg_lambda': np.float64(0.6426746576724236), 'subsample': np.float64(0.6783363250347676), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8175663443388275)}",-1.6987681088603406,261
"{'colsample_bytree': np.float64(0.6308233116537324), 'learning_rate': np.float64(0.0061017839526181315), 'max_depth': 15, 'min_child_weight': 85, 'n_estimators': 1041, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7076809347409158), 'reg_lambda': np.float64(0.7886149646724064), 'subsample': np.float64(0.8069076225766437), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4521591983643924)}",-1.6990160298910382,262
"{'colsample_bytree': np.float64(0.8897690690456468), 'learning_rate': np.float64(0.06319194275050201), 'max_depth': 5, 'min_child_weight': 73, 'n_estimators': 1292, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.864358249839637), 'reg_lambda': np.float64(0.47320990669155716), 'subsample': np.float64(0.9872773711658887), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.248420412562497)}",-1.7008400832723027,263
"{'colsample_bytree': np.float64(0.7881276216407143), 'learning_rate': np.float64(0.027577763673944492), 'max_depth': 6, 'min_child_weight': 120, 'n_estimators': 1904, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8861957804650745), 'reg_lambda': np.float64(0.5930443341867842), 'subsample': np.float64(0.7566102792711318), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.430097472678899)}",-1.7034791350314171,264
"{'colsample_bytree': np.float64(0.9310151582267497), 'learning_rate': np.float64(0.060618808896571404), 'max_depth': 7, 'min_child_weight': 192, 'n_estimators': 885, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.4813441516353236), 'reg_lambda': np.float64(0.019192276823056686), 'subsample': np.float64(0.7039252834980136), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.708231858497708)}",-1.7093415269226355,265
"{'colsample_bytree': np.float64(0.8708673369531927), 'learning_rate': np.float64(0.035148164340708915), 'max_depth': 3, 'min_child_weight': 170, 'n_estimators': 1456, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.8206394757439553), 'reg_lambda': np.float64(0.6259396701015728), 'subsample': np.float64(0.9281707375085072), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6211878174862306)}",-1.709363588183201,266
"{'colsample_bytree': np.float64(0.8976682092226249), 'learning_rate': np.float64(0.05806115752703182), 'max_depth': 3, 'min_child_weight': 185, 'n_estimators': 959, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.3677158030594335), 'reg_lambda': np.float64(0.26520236768172545), 'subsample': np.float64(0.6975958573516334), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8784084438019566)}",-1.712565336456178,267
"{'colsample_bytree': np.float64(0.9734767295039498), 'learning_rate': np.float64(0.005129785105802718), 'max_depth': 8, 'min_child_weight': 79, 'n_estimators': 2026, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.18656702405130576), 'reg_lambda': np.float64(0.2850951686938471), 'subsample': np.float64(0.6693494381179019), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8174123397011401)}",-1.7127783838485366,268
"{'colsample_bytree': np.float64(0.6399939548647453), 'learning_rate': np.float64(0.005997555464878353), 'max_depth': 11, 'min_child_weight': 156, 'n_estimators': 575, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.31931363759041487), 'reg_lambda': np.float64(0.9500619670508049), 'subsample': np.float64(0.9802428587750225), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5587503104986289)}",-1.7195829051698692,269
"{'colsample_bytree': np.float64(0.6417616518992325), 'learning_rate': np.float64(0.019430741535656323), 'max_depth': 4, 'min_child_weight': 183, 'n_estimators': 913, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.06600984414024158), 'reg_lambda': np.float64(0.3488205339694793), 'subsample': np.float64(0.6443992395165259), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7465881680073778)}",-1.7306164506495172,270
"{'colsample_bytree': np.float64(0.6770396111142521), 'learning_rate': np.float64(0.007400405686837895), 'max_depth': 9, 'min_child_weight': 155, 'n_estimators': 1966, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.6445466506258222), 'reg_lambda': np.float64(0.6501673504432282), 'subsample': np.float64(0.7458788997829223), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5485417552028113)}",-1.7344044926180953,271
"{'colsample_bytree': np.float64(0.8472872253265045), 'learning_rate': np.float64(0.007052457190013337), 'max_depth': 9, 'min_child_weight': 183, 'n_estimators': 2176, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.39665160195425186), 'reg_lambda': np.float64(0.8918969087767766), 'subsample': np.float64(0.6586419286768102), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5106609349539144)}",-1.7476457445947091,272
"{'colsample_bytree': np.float64(0.9852946613760527), 'learning_rate': np.float64(0.005561696902509941), 'max_depth': 17, 'min_child_weight': 110, 'n_estimators': 583, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7600940784380972), 'reg_lambda': np.float64(0.44229876238091026), 'subsample': np.float64(0.7247807961980521), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.356594192350502)}",-1.7481344446843128,273
"{'colsample_bytree': np.float64(0.8050619012580211), 'learning_rate': np.float64(0.01412377837559144), 'max_depth': 5, 'min_child_weight': 66, 'n_estimators': 1448, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7592487330608428), 'reg_lambda': np.float64(0.9036078443467951), 'subsample': np.float64(0.6931052588405155), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7459168242719612)}",-1.759257060294393,274
"{'colsample_bytree': np.float64(0.8171397242453635), 'learning_rate': np.float64(0.021696485805463323), 'max_depth': 5, 'min_child_weight': 144, 'n_estimators': 1702, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.13927207266338726), 'reg_lambda': np.float64(0.794025189270296), 'subsample': np.float64(0.8480291023714054), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5267688735810574)}",-1.7614216729826535,275
"{'colsample_bytree': np.float64(0.7594652111089253), 'learning_rate': np.float64(0.008225875636254081), 'max_depth': 4, 'min_child_weight': 145, 'n_estimators': 1463, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.2325513583653801), 'reg_lambda': np.float64(0.07996539435930194), 'subsample': np.float64(0.910689452188677), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1976280416995162)}",-1.7626527673215502,276
"{'colsample_bytree': np.float64(0.8596298635177573), 'learning_rate': np.float64(0.015276676979198014), 'max_depth': 3, 'min_child_weight': 85, 'n_estimators': 1210, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.6954672066898622), 'reg_lambda': np.float64(0.38855810127034573), 'subsample': np.float64(0.7794774490490123), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2900353046994621)}",-1.7631171928174925,277
"{'colsample_bytree': np.float64(0.8728775522506442), 'learning_rate': np.float64(0.024574825174274104), 'max_depth': 3, 'min_child_weight': 109, 'n_estimators': 734, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.6668666605509217), 'reg_lambda': np.float64(0.8233094298207179), 'subsample': np.float64(0.9128061339731869), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.53504458229299)}",-1.7724260934719287,278
"{'colsample_bytree': np.float64(0.7034483339552156), 'learning_rate': np.float64(0.008755103000846212), 'max_depth': 6, 'min_child_weight': 119, 'n_estimators': 1383, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.01794567856849183), 'reg_lambda': np.float64(0.12625378279261346), 'subsample': np.float64(0.8638517465578969), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2292958490286972)}",-1.7731528392247653,279
"{'colsample_bytree': np.float64(0.9856313665960432), 'learning_rate': np.float64(0.00677425372536029), 'max_depth': 3, 'min_child_weight': 69, 'n_estimators': 2510, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.7038570916343312), 'reg_lambda': np.float64(0.004363269650309087), 'subsample': np.float64(0.6667812354988795), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6704368405074552)}",-1.7733193322307677,280
"{'colsample_bytree': np.float64(0.8191887532992349), 'learning_rate': np.float64(0.021109985450196107), 'max_depth': 5, 'min_child_weight': 186, 'n_estimators': 1622, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.25001644921610466), 'reg_lambda': np.float64(0.5805440123439098), 'subsample': np.float64(0.9468466428838889), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.549493353715019)}",-1.7740927381550775,281
"{'colsample_bytree': np.float64(0.7966378186965748), 'learning_rate': np.float64(0.006220343815910926), 'max_depth': 4, 'min_child_weight': 97, 'n_estimators': 1083, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.9843514074029039), 'reg_lambda': np.float64(0.14958064266756577), 'subsample': np.float64(0.785839438654324), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.6443653010874604)}",-1.7811875142346367,282
"{'colsample_bytree': np.float64(0.8440900597910566), 'learning_rate': np.float64(0.007923268916659518), 'max_depth': 6, 'min_child_weight': 167, 'n_estimators': 1931, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.28218707469320015), 'reg_lambda': np.float64(0.26170568373590597), 'subsample': np.float64(0.6987915196287999), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8250036644168295)}",-1.7832669293874277,283
"{'colsample_bytree': np.float64(0.6519719698142805), 'learning_rate': np.float64(0.03416020023007172), 'max_depth': 4, 'min_child_weight': 181, 'n_estimators': 1975, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8918721448107347), 'reg_lambda': np.float64(0.43381741957652953), 'subsample': np.float64(0.9639772575417568), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4018544431705544)}",-1.783654745924108,284
"{'colsample_bytree': np.float64(0.9723794782027911), 'learning_rate': np.float64(0.0521776630625023), 'max_depth': 3, 'min_child_weight': 10, 'n_estimators': 1810, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.3938644056541585), 'reg_lambda': np.float64(0.6512329770414921), 'subsample': np.float64(0.6426372121231962), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.626276243682429)}",-1.7914242104788312,285
"{'colsample_bytree': np.float64(0.9728057369027736), 'learning_rate': np.float64(0.014879810540899478), 'max_depth': 5, 'min_child_weight': 170, 'n_estimators': 1401, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.45426797221909965), 'reg_lambda': np.float64(0.5486031179381532), 'subsample': np.float64(0.819568791955591), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.2613843698641887)}",-1.793895608723222,286
"{'colsample_bytree': np.float64(0.8991486416368915), 'learning_rate': np.float64(0.005629503241869935), 'max_depth': 6, 'min_child_weight': 151, 'n_estimators': 1880, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.4574320977737073), 'reg_lambda': np.float64(0.3911697660803798), 'subsample': np.float64(0.709183749942526), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.481341462664295)}",-1.794370510573872,287
"{'colsample_bytree': np.float64(0.6589810106825136), 'learning_rate': np.float64(0.015266887183634531), 'max_depth': 3, 'min_child_weight': 155, 'n_estimators': 1330, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.5982252940637388), 'reg_lambda': np.float64(0.7356631142391898), 'subsample': np.float64(0.9993390045571798), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8464906650748463)}",-1.798859901781365,288
"{'colsample_bytree': np.float64(0.6548438822915996), 'learning_rate': np.float64(0.03088075980406763), 'max_depth': 3, 'min_child_weight': 22, 'n_estimators': 2760, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.24120145759954148), 'reg_lambda': np.float64(0.9758737549100538), 'subsample': np.float64(0.9206148447531959), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.867661315456827)}",-1.8051056073170528,289
"{'colsample_bytree': np.float64(0.655698148447038), 'learning_rate': np.float64(0.030578762832549143), 'max_depth': 3, 'min_child_weight': 16, 'n_estimators': 1922, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.7324487318380898), 'reg_lambda': np.float64(0.5483205837264242), 'subsample': np.float64(0.6511952834134346), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.8057084914256483)}",-1.8129749373056396,290
"{'colsample_bytree': np.float64(0.8893619062449145), 'learning_rate': np.float64(0.007125141755929106), 'max_depth': 6, 'min_child_weight': 129, 'n_estimators': 661, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8049889996807698), 'reg_lambda': np.float64(0.26982072012821434), 'subsample': np.float64(0.9300197640720248), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.498604545810763)}",-1.8167998913045211,291
"{'colsample_bytree': np.float64(0.8359670747418533), 'learning_rate': np.float64(0.018982876417113898), 'max_depth': 4, 'min_child_weight': 61, 'n_estimators': 748, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.4509104474161044), 'reg_lambda': np.float64(0.910471278403273), 'subsample': np.float64(0.7191837806167802), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.518881820812009)}",-1.8205347829270604,292
"{'colsample_bytree': np.float64(0.6748174994230093), 'learning_rate': np.float64(0.015034309418469411), 'max_depth': 3, 'min_child_weight': 29, 'n_estimators': 612, 'objective': 'reg:tweedie', 'reg_alpha': np.float64(0.7072300956444445), 'reg_lambda': np.float64(0.7677795014428388), 'subsample': np.float64(0.6349160718358702), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5048831650874777)}",-1.8225319182259736,293
"{'colsample_bytree': np.float64(0.7698109700785447), 'learning_rate': np.float64(0.006722597442866095), 'max_depth': 3, 'min_child_weight': 181, 'n_estimators': 1899, 'objective': 'reg:squarederror', 'reg_alpha': np.float64(0.6331513755940223), 'reg_lambda': np.float64(0.951403342206657), 'subsample': np.float64(0.8406447280585325), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.7553510875414324)}",-1.8253269347388084,294
"{'colsample_bytree': np.float64(0.7837060788692856), 'learning_rate': np.float64(0.016884236507697065), 'max_depth': 4, 'min_child_weight': 140, 'n_estimators': 1087, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.1737615931357438), 'reg_lambda': np.float64(0.7120140203307808), 'subsample': np.float64(0.9303912850832328), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1805099828188268)}",-1.8272204236474303,295
"{'colsample_bytree': np.float64(0.8832290311184181), 'learning_rate': np.float64(0.005362604871585998), 'max_depth': 4, 'min_child_weight': 97, 'n_estimators': 2015, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.21233911067827616), 'reg_lambda': np.float64(0.18182496720710062), 'subsample': np.float64(0.6733618039413735), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3433937943676302)}",-1.84606126265794,296
"{'colsample_bytree': np.float64(0.6132202931602193), 'learning_rate': np.float64(0.01616895972228971), 'max_depth': 3, 'min_child_weight': 156, 'n_estimators': 2161, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.5309345833171364), 'reg_lambda': np.float64(0.44778316457309164), 'subsample': np.float64(0.8211572356285312), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.5741573791035148)}",-1.8553022957544587,297
"{'colsample_bytree': np.float64(0.8752538824346168), 'learning_rate': np.float64(0.022149446604387585), 'max_depth': 3, 'min_child_weight': 19, 'n_estimators': 741, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.25305843280078455), 'reg_lambda': np.float64(0.7811704237869193), 'subsample': np.float64(0.9300528783714815), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.4963616827687856)}",-1.8697145632560523,298
"{'colsample_bytree': np.float64(0.6720041749890894), 'learning_rate': np.float64(0.006757364408455474), 'max_depth': 3, 'min_child_weight': 188, 'n_estimators': 1729, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.397378988464401), 'reg_lambda': np.float64(0.4798970815920732), 'subsample': np.float64(0.8743870943931936), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.1139038321483838)}",-1.9004996795322688,299
"{'colsample_bytree': np.float64(0.7910859563520911), 'learning_rate': np.float64(0.0066284279120294555), 'max_depth': 3, 'min_child_weight': 175, 'n_estimators': 1640, 'objective': 'reg:absoluteerror', 'reg_alpha': np.float64(0.8021092490267341), 'reg_lambda': np.float64(0.9779006687542708), 'subsample': np.float64(0.8224020154570338), 'tree_method': 'hist', 'tweedie_variance_power': np.float64(1.3581491106220671)}",-1.9028508602836096,300
