,disk_ID,disk_capacity,disk_if_local,disk_attr,disk_type,disk_if_VIP,disk_pay,vm_cpu,vm_mem,avg_rbw,avg_wbw,peak_rbw,peak_wbw,timestamp_num,burst_label,RBW_mul,WBW_mul,cluster_index,pre_burst_label,belong_to_cluster
111,e8996e93-360a-4f9f-9b91-76140b72e73b,100,0,cbsPremium,0,0,prepay,8.0,16.0,27.24180471301913,39.73676893762638,84.0,1553.0,102864,1,3.08349615177498,39.0821911675229,1,0,0
112,e926cf74-6412-4c86-8aa6-896b1908513e,100,0,cbsPremium,0,0,prepay,8.0,16.0,26.24518440939708,38.468796205027104,77.0,1229.0,97392,1,2.933871555211103,31.94797137528817,1,0,0
113,fca49f2b-2804-4e9e-980c-cb01b0f69fd3,100,0,cbsPremium,0,0,prepay,8.0,16.0,21.84277245206862,32.409014463504874,69.0,961.0,47568,0,3.158939651613015,29.652243855861844,1,0,0
114,9cb0dd51-e4d9-4409-a993-f227407e949a,50,0,cbs,0,1,prepay,8.0,32.0,47.71352927177534,27.816615103918767,2699.0,7003.0,100848,1,56.56676504952187,251.7560089118617,1,0,0
115,01968b73-60ff-48ba-aeed-4fce78c46112,1000,0,cbsPremium,1,1,prepay,32.0,64.0,189.17738485344984,4009.868821682141,572.0,9118.0,87888,0,3.023617228048224,2.273889846644658,1,0,2
116,0db40f86-492f-4249-9543-0f738dfdb7ba,1000,0,cbsPremium,1,1,prepay,32.0,64.0,184.10970241952904,3864.3597429250376,581.0,9055.0,74064,0,3.1557272233055964,2.343208345594147,1,0,2
117,1b184ae4-5394-4a06-9d7c-8ca50a0613a8,100,0,cbs,1,1,prepay,2.0,4.0,7.904383195726081,5.2768738870001615,11.0,54.0,98832,0,1.3916329367669986,10.233331543706525,1,0,0
118,eec48971-37fe-43eb-aeee-bf1145aa7ce5,100,0,cbs,0,1,prepay,16.0,32.0,88.58328651685393,56.24470973782771,224.0,559.0,21360,0,2.528693716476432,9.93871250479654,1,0,0
119,a16c997f-ef8f-4e37-98a8-37152ed144cb,100,0,cbs,0,1,prepay,8.0,16.0,175.26729008377168,92.21102425482174,607.0,878.0,82128,0,3.4632817093815684,9.521638080645104,1,0,0
120,179227e6-a03a-4bfa-9d25-1ad0dca7dd8f,1000,0,cbsPremium,1,1,prepay,32.0,64.0,343.9196357285429,1099.9303143712575,934.0,3354.0,40080,0,2.715750724792026,3.0492840829804884,1,0,2
121,aee12c82-d7a0-4765-ba6a-1e3b62c18533,50,0,cbsPremium,0,1,prepay,1.0,1.0,56.68315876515987,97.06121370819552,1542.0,5937.0,43536,1,27.20384737887589,61.167584590987865,1,0,0
