,disk_capacity,vm_cpu,vm_memory,recent_history_bandwidth_memory,disk_if_VIP,ins_type,disk_type,volume_type,business_type
9201,300,24.0,48.0,2418.00248015873,1,CVM,data,cbsPremium,infra-message-queue
17992,150,2.0,8.0,62611.82787698413,0,CVM,data,cbsPremium,infra-message-queue
8829,1000,4.0,4.0,,0,CVM,data,cbsPremium,generic-unknown
21094,150,8.0,32.0,,1,CVM,root,cbsPremium,game-service
5728,90,2.0,8.0,2689.0813492063494,0,CVM,data,cbsPremium,infra-message-queue
308,50,16.0,64.0,13549.484623015873,1,CVM,data,cbsssd,infra-logging-monitoring
7231,500,8.0,16.0,,1,CVM,root,cbsPremium,dev-test-env
16620,1200,8.0,16.0,,1,CVM,data,cbsPremium,media-video-streaming
4246,300,4.0,16.0,13834.35615079365,1,CVM,root,cbsBSSD,dev-test-env
3489,90,2.0,8.0,3138.4211309523807,0,CVM,data,cbsPremium,infra-message-queue
11728,10,32.0,128.0,,1,CVM,data,cbsPremium,infra-node
22463,50,64.0,128.0,1007583.1631944444,0,CVM,root,cbsPremium,infra-node
16062,50,16.0,64.0,,1,CVM,root,cbsssd,infra-database
16084,200,4.0,8.0,13853.18601190476,1,CVM,data,cbsssd,infra-coordination
22022,50,32.0,64.0,3470.749007936508,1,CVM,root,cbsPremium,generic-unknown
24063,500,96.0,192.0,34898.15724206349,1,CVM,root,cbsBSSD,infra-node
10705,50,32.0,128.0,,0,CVM,root,cbsPremium,office-system
19761,50,4.0,8.0,6508.340277777777,1,CVM,root,cbsPremium,game-service
7539,100,4.0,8.0,,1,CVM,root,cbsBSSD,infra-node
18368,500,8.0,32.0,5819.225198412699,1,CVM,data,cbsHSSD,media-video-streaming
7306,2000,8.0,64.0,,1,CVM,data,cbsPremium,infra-logging-monitoring
22056,240,16.0,32.0,,1,CVM,data,cbsBSSD,generic-autoscaling
4438,100,16.0,64.0,7536.494047619048,0,CVM,root,cbsPremium,generic-unknown
18801,100,32.0,128.0,41438.65823412698,1,CVM,root,cbsBSSD,infra-node
23867,500,8.0,16.0,,1,CVM,data,cbsssd,dev-test-env
21006,50,16.0,64.0,10915.798611111111,0,CVM,root,cbsssd,infra-database
20332,50,4.0,8.0,,1,CVM,root,cbsPremium,infra-node
20940,200,4.0,8.0,0.0426587301587301,1,CVM,data,cbsPremium,infra-node
17489,50,16.0,64.0,447455.0570436508,1,CVM,root,cbsssd,infra-database
19227,300,32.0,64.0,,1,CVM,root,cbsBSSD,infra-node
7241,500,8.0,32.0,108116.16815476192,1,CVM,root,cbsssd,infra-node
7442,50,24.0,48.0,2490.2643849206347,1,CVM,root,cbsPremium,infra-message-queue
20407,100,4.0,16.0,6318.349206349207,1,CVM,data,cbsPremium,game-service
10461,100,16.0,64.0,8903.302083333334,0,CVM,root,cbsPremium,infra-node
21146,500,16.0,32.0,,1,CVM,data,cbsBSSD,infra-node
17686,200,2.0,4.0,,1,CVM,root,cbsPremium,infra-message-queue
22087,500,40.0,160.0,,1,CVM,root,cbsPremium,ai-machine-learning
17996,50,16.0,128.0,346987.59126984124,1,CVM,root,cbsPremium,ai-machine-learning
2405,70,2.0,8.0,28024.61458333333,0,CVM,data,cbsPremium,infra-message-queue
4564,500,8.0,16.0,,1,CVM,root,cbsPremium,iot-saas-platform
12166,50,32.0,128.0,11186.554563492064,0,CVM,root,cbsPremium,infra-database
12783,200,24.0,48.0,,1,CVM,data,cbsPremium,infra-node
22096,50,16.0,32.0,473752.8551587302,1,CVM,root,cbsPremium,data-collection-delivery
23041,50,16.0,64.0,1788220.8953373015,1,CVM,root,cbsssd,infra-logging-monitoring
15026,50,8.0,32.0,6029.06746031746,1,CVM,root,cbsPremium,dev-test-env
10297,200,8.0,32.0,,1,CVM,root,cbsBSSD,infra-node
13196,50,32.0,128.0,15043.587301587302,0,CVM,root,cbsPremium,infra-node
351,50,16.0,128.0,329.9871031746032,1,CVM,data,cbsPremium,infra-node
18358,50,4.0,8.0,,1,CVM,root,cbsBSSD,education-learning
15286,50,32.0,128.0,7947.705853174603,1,CVM,root,cbsPremium,game-service
5705,300,24.0,48.0,2614.362103174604,1,CVM,data,cbsPremium,infra-message-queue
3511,50,2.0,8.0,10307.700892857143,1,CVM,root,cbsssd,compute-simulation
9934,200,8.0,64.0,,1,CVM,data,cbsPremium,infra-node
14814,50,8.0,16.0,,1,CVM,root,cbsssd,infra-database
20378,150,8.0,32.0,69598.03571428571,1,CVM,root,cbsPremium,game-service
13309,200,4.0,16.0,,0,CVM,data,cbsPremium,generic-unknown
638,100,2.0,4.0,,0,CVM,data,cbsPremium,data-collection-delivery
10610,500,8.0,32.0,5651.228174603175,1,CVM,data,cbsHSSD,media-video-streaming
17192,150,8.0,32.0,114415.83531746033,1,CVM,root,cbsPremium,game-service
3147,80,8.0,32.0,6643.011408730159,1,CVM,root,cbsPremium,office-system
4978,50,32.0,128.0,,0,CVM,root,cbsPremium,infra-database
16573,50,4.0,8.0,,1,CVM,data,cbsPremium,infra-node
2267,50,2.0,2.0,6958.669642857143,1,CVM,data,cbsPremium,game-service
18598,50,16.0,64.0,18383.56696428572,1,CVM,root,cbsssd,infra-logging-monitoring
20458,500,32.0,64.0,2594.940972222222,1,CVM,data,cbsBSSD,infra-node
21165,50,16.0,64.0,2654018.164186508,0,CVM,root,cbsPremium,generic-unknown
1166,20,8.0,16.0,64127.85416666666,1,CVM,data,cbsBSSD,infra-node
15609,210,16.0,32.0,3883.030753968254,1,CVM,data,cbsPremium,data-collection-delivery
23000,300,16.0,32.0,,1,CVM,data,cbsHSSD,infra-node
8604,100,4.0,8.0,6924.755952380952,1,CVM,root,cbsBSSD,media-video-streaming
4148,50,8.0,16.0,586.5987103174604,0,CVM,root,cbsPremium,office-system
13825,50,8.0,16.0,6914.795634920635,0,CVM,root,cbsPremium,game-service
7071,500,32.0,64.0,,0,CVM,data,cbsHSSD,media-video-streaming
17362,100,4.0,32.0,,1,CVM,data,cbsssd,infra-coordination
5575,1050,16.0,32.0,39645.80257936508,0,CVM,data,cbsPremium,infra-message-queue
7125,50,4.0,8.0,20584.947916666668,1,CVM,root,cbsBSSD,travel-hospitality
11165,50,16.0,32.0,,0,CVM,root,cbsPremium,game-service
8773,50,4.0,8.0,16879.178075396827,1,CVM,root,cbsPremium,dev-test-env
23649,1370,16.0,64.0,7271.809027777777,0,CVM,data,cbsPremium,infra-node
13191,50,2.0,4.0,1627.045634920635,1,CVM,root,cbsPremium,infra-node
15936,50,8.0,16.0,54525.49603174603,1,CVM,root,cbsPremium,ecommerce-retail
19427,500,32.0,128.0,1654.4955357142858,1,CVM,data,cbsPremium,infra-node
2332,300,8.0,16.0,,1,CVM,data,cbsHSSD,infra-node
15590,50,32.0,128.0,7447.219742063492,1,CVM,root,cbsPremium,dev-test-env
23771,50,2.0,4.0,6326.230158730159,1,CVM,root,cbsPremium,generic-unknown
3488,500,2.0,4.0,1847.679563492064,0,CVM,data,cbsPremium,generic-unknown
8332,210,2.0,8.0,687.1894841269841,0,CVM,data,cbsPremium,infra-message-queue
12340,50,4.0,4.0,7666.6046626984125,1,CVM,root,cbsPremium,infra-cache
21282,200,2.0,4.0,6414.256448412699,1,CVM,root,cbsPremium,infra-node
3353,100,16.0,32.0,447885.2162698413,1,CVM,data,cbsBSSD,generic-autoscaling
7834,20,4.0,12.0,,0,CVM,root,cbsssd,infra-database
720,10,2.0,2.0,,1,CVM,data,cbsPremium,office-system
13260,100,4.0,8.0,,1,CVM,data,cbsPremium,dev-test-env
54,1000,1.0,2.0,,1,CVM,data,cbsPremium,infra-logging-monitoring
8030,200,4.0,16.0,,0,CVM,data,cbsPremium,generic-unknown
12214,50,4.0,8.0,54181.33531746032,0,CVM,root,cbsssd,infra-node
9905,50,8.0,32.0,2008.563988095238,1,CVM,data,cbsPremium,generic-unknown
24044,50,2.0,4.0,7357.201388888889,1,CVM,root,cbsPremium,dev-test-env
20385,300,16.0,64.0,,1,CVM,data,cbsHSSD,compute-simulation
18216,50,8.0,16.0,,1,CVM,root,cbsPremium,generic-unknown
10841,500,96.0,768.0,,1,CVM,data,cbsssd,infra-node
22782,100,2.0,4.0,21345.72371031746,1,CVM,root,cbsPremium,generic-unknown
23727,100,2.0,4.0,,1,CVM,root,cbsPremium,generic-unknown
11048,40,16.0,64.0,4927.470734126984,1,CVM,root,cbsBSSD,office-system
9397,50,4.0,8.0,,1,CVM,root,cbsPremium,finance-payment
20565,200,4.0,8.0,9404.327380952382,1,CVM,root,cbsPremium,corp-website-portal
20610,250,8.0,32.0,,0,CVM,data,cbsssd,office-system
8174,60,2.0,8.0,1239756.5580357143,0,CVM,data,cbsPremium,infra-message-queue
2325,10,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
23905,500,2.0,4.0,,1,CVM,data,cbsPremium,infra-node
19716,1000,16.0,64.0,402763.8462301588,1,CVM,data,cbsssd,infra-logging-monitoring
15045,20,4.0,16.0,,0,CVM,data,cbsPremium,infra-node
478,20,4.0,16.0,,0,CVM,data,cbsPremium,infra-database
1371,300,24.0,48.0,2645.841765873016,1,CVM,data,cbsPremium,infra-message-queue
16952,50,8.0,64.0,329.17609126984127,1,CVM,root,cbsPremium,infra-logging-monitoring
230,50,2.0,4.0,,1,CVM,data,cbsPremium,infra-database
5001,500,32.0,128.0,581440.1731150794,1,CVM,data,cbsPremium,game-service
4125,1000,16.0,64.0,,1,CVM,data,cbsPremium,compute-simulation
16476,1000,16.0,32.0,195143.1884920635,1,CVM,data,cbsssd,infra-node
2564,1000,32.0,64.0,,1,CVM,data,cbsPremium,media-video-streaming
1205,1000,16.0,64.0,13.03670634920635,1,CVM,data,cbsPremium,data-collection-delivery
18906,100,8.0,16.0,,1,CVM,data,cbsPremium,infra-coordination
10193,50,32.0,64.0,8089.638888888889,0,CVM,root,cbsPremium,media-video-streaming
5554,50,16.0,128.0,265606.2078373016,1,CVM,root,cbsPremium,ai-machine-learning
15877,100,84.0,320.0,138302.76736111112,1,CVM,root,cbsPremium,infra-node
9926,50,2.0,4.0,,0,CVM,root,cbsPremium,generic-unknown
21150,100,4.0,16.0,5815.128472222223,1,CVM,root,cbsPremium,generic-unknown
21396,20,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
12573,50,8.0,16.0,1481.0357142857142,1,CVM,root,cbsPremium,dev-test-env
4031,20,64.0,128.0,,1,CVM,data,cbsPremium,infra-node
6381,300,24.0,48.0,2629.8060515873017,1,CVM,data,cbsPremium,infra-message-queue
4160,50,2.0,8.0,6333.591269841269,1,CVM,root,cbsssd,dev-test-env
2350,20,32.0,128.0,,1,CVM,data,cbsHSSD,infra-node
4290,90,2.0,8.0,,0,CVM,data,cbsssd,infra-message-queue
12011,500,32.0,128.0,,1,CVM,data,cbsPremium,game-service
194,200,4.0,8.0,2507.001488095238,1,CVM,data,cbsssd,infra-message-queue
10408,300,4.0,8.0,10055.275297619048,1,CVM,data,cbsPremium,generic-unknown
18127,250,8.0,32.0,,1,CVM,root,cbsssd,infra-node
5864,50,2.0,8.0,,0,CVM,root,cbsPremium,local-service-delivery
6545,500,32.0,128.0,4683221.528769841,1,CVM,data,cbsssd,iot-saas-platform
11945,100,16.0,64.0,2657580.3467261903,0,CVM,root,cbsPremium,infra-node
3296,50,2.0,2.0,8097.861111111111,1,CVM,data,cbsPremium,game-service
17384,100,32.0,128.0,39805.270833333336,1,CVM,root,cbsBSSD,infra-node
9946,50,16.0,32.0,15283.43998015873,1,CVM,root,cbsPremium,generic-unknown
14667,200,8.0,32.0,,1,CVM,root,cbsssd,community-social-forum
18705,50,8.0,32.0,3195.12748015873,1,CVM,data,cbsPremium,generic-unknown
8178,50,16.0,64.0,,1,CVM,root,cbsssd,compute-simulation
2927,200,2.0,4.0,,0,CVM,root,cbsPremium,dev-test-env
15704,50,32.0,128.0,8825.372023809523,1,CVM,root,cbsPremium,game-service
1870,20,96.0,768.0,,1,CVM,data,cbsssd,infra-node
20708,500,16.0,64.0,,1,CVM,root,cbsssd,infra-message-queue
8157,80,4.0,16.0,,1,CVM,root,cbsssd,dev-test-env
22247,50,4.0,16.0,4.629960317460317,1,CVM,root,cbsssd,infra-database
8420,200,8.0,16.0,,1,CVM,data,cbsssd,dev-test-env
14714,50,8.0,16.0,,1,CVM,root,cbsPremium,dev-test-env
5804,100,2.0,2.0,,0,CVM,root,cbsPremium,dev-test-env
4884,90,2.0,8.0,3138.939484126984,0,CVM,data,cbsPremium,infra-message-queue
17212,50,4.0,8.0,485.87896825396825,1,CVM,root,cbsPremium,game-service
586,20,4.0,16.0,20309.396825396827,0,CVM,data,cbsHSSD,infra-database
23587,200,8.0,32.0,,1,CVM,root,cbsPremium,corp-website-portal
9276,100,4.0,8.0,337.75,1,CVM,data,cbsBSSD,infra-node
22529,20,2.0,4.0,10461.484623015873,0,CVM,data,cbsPremium,generic-unknown
21275,50,8.0,16.0,,1,CVM,root,cbsPremium,ai-machine-learning
3043,50,8.0,32.0,,1,CVM,data,cbsPremium,infra-node
766,500,8.0,16.0,10493.75148809524,1,CVM,data,cbsPremium,office-system
8119,1000,2.0,4.0,326.07142857142856,0,CVM,data,cbsPremium,personal-use
19108,50,32.0,128.0,,1,CVM,root,cbsPremium,compute-simulation
12181,50,80.0,160.0,185980.93898809524,1,CVM,root,cbsPremium,infra-node
513,200,16.0,32.0,,1,CVM,data,cbsPremium,dev-test-env
23154,540,2.0,8.0,33726.04513888889,0,CVM,data,cbsPremium,infra-message-queue
7427,50,4.0,8.0,,1,CVM,root,cbsPremium,media-video-streaming
6625,50,16.0,32.0,13428.511904761905,1,CVM,root,cbsBSSD,infra-node
4972,90,2.0,8.0,3364.7991071428573,0,CVM,data,cbsPremium,infra-message-queue
22644,50,16.0,32.0,459559.3774801588,1,CVM,root,cbsPremium,data-collection-delivery
1911,100,2.0,4.0,14012.559027777776,0,CVM,data,cbsPremium,infra-node
12520,20,16.0,32.0,,0,CVM,data,cbsHSSD,generic-unknown
9648,50,4.0,8.0,,1,CVM,root,cbsPremium,data-collection-delivery
7547,200,16.0,32.0,,1,CVM,data,cbsHSSD,dev-test-env
311,70,4.0,8.0,,1,CVM,data,cbsBSSD,dev-test-env
13441,50,32.0,128.0,,0,CVM,data,cbsHSSD,infra-database
10276,50,8.0,16.0,4.672123015873016,1,CVM,data,cbsssd,infra-message-queue
16090,900,32.0,64.0,,1,CVM,data,cbsPremium,compute-simulation
1187,10,4.0,8.0,,1,CVM,data,cbsPremium,infra-node
11257,50,4.0,8.0,7079.505456349207,1,CVM,root,cbsBSSD,education-learning
11406,50,4.0,8.0,6494.4161706349205,1,CVM,root,cbsPremium,game-service
11081,50,16.0,64.0,9289.57490079365,0,CVM,root,cbsPremium,generic-unknown
19271,200,16.0,64.0,912.9880952380952,1,CVM,data,cbsBSSD,office-system
5928,90,2.0,8.0,713.8462301587301,0,CVM,data,cbsPremium,infra-message-queue
21513,1000,16.0,128.0,10114.704861111111,0,CVM,data,cbsPremium,dev-test-env
16291,50,4.0,8.0,,1,CVM,data,cbsPremium,generic-unknown
23397,150,2.0,4.0,,1,CVM,root,cbsPremium,generic-unknown
1347,200,16.0,64.0,,1,CVM,data,cbsPremium,dev-test-env
13169,200,16.0,64.0,7625.505456349207,1,CVM,data,cbsBSSD,infra-node
4068,90,2.0,8.0,72586.31398809524,0,CVM,data,cbsPremium,infra-message-queue
16902,50,8.0,32.0,6592.907242063492,1,CVM,root,cbsssd,data-collection-delivery
13466,200,24.0,48.0,,1,CVM,root,cbsBSSD,infra-node
15354,50,16.0,64.0,148824.49603174604,1,CVM,root,cbsPremium,compute-simulation
2075,90,2.0,8.0,6316.773809523809,0,CVM,data,cbsPremium,infra-message-queue
6824,100,4.0,8.0,,0,CVM,data,cbsPremium,generic-unknown
20232,100,4.0,16.0,6121.776785714285,1,CVM,data,cbsPremium,gov-public-service
17841,50,32.0,128.0,7741.939484126984,1,CVM,root,cbsPremium,infra-node
15331,50,2.0,4.0,,1,CVM,root,cbsPremium,dev-test-env
16594,30,16.0,128.0,290.7207341269841,1,CVM,data,cbsPremium,infra-node
9909,80,4.0,8.0,10641.933035714286,1,CVM,root,cbsPremium,iot-saas-platform
17086,200,2.0,4.0,,1,CVM,root,cbsssd,infra-coordination
7886,500,16.0,64.0,5015.5724206349205,1,CVM,data,cbsPremium,infra-node
12368,50,8.0,32.0,12692.877976190475,1,CVM,root,cbsssd,infra-node
8278,50,4.0,16.0,6416.734623015873,1,CVM,data,cbsBSSD,generic-unknown
14860,900,16.0,32.0,,1,CVM,data,cbsPremium,game-service
19698,50,32.0,128.0,,0,CVM,root,cbsPremium,infra-database
16094,60,2.0,4.0,1347.2425595238096,1,CVM,root,cbsPremium,infra-jumpbox
16130,50,8.0,16.0,86486.66865079365,1,CVM,root,cbsPremium,dev-test-env
2133,10,16.0,128.0,133364.6721230159,1,CVM,data,cbsPremium,infra-node
10772,50,8.0,16.0,8223.198908730159,1,CVM,root,cbsPremium,infra-node
20030,500,8.0,64.0,848.4097222222222,1,CVM,data,cbsPremium,dev-test-env
14978,100,16.0,64.0,,0,CVM,root,cbsPremium,infra-node
3334,500,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
9270,50,48.0,96.0,12651.327876984127,1,CVM,root,cbsPremium,infra-node
18911,100,16.0,64.0,11055.0625,1,CVM,data,cbsPremium,infra-node
10645,50,16.0,32.0,,0,CVM,root,cbsBSSD,infra-database
7070,50,2.0,4.0,6805.372023809524,1,CVM,data,cbsPremium,game-service
20016,50,32.0,128.0,2730378.109623016,1,CVM,root,cbsPremium,generic-unknown
17108,50,16.0,32.0,1098.8338293650793,1,CVM,root,cbsPremium,infra-database
14941,50,32.0,64.0,,1,CVM,root,cbsPremium,infra-node
826,100,4.0,16.0,22.944940476190474,0,CVM,data,cbsHSSD,infra-database
17973,110,8.0,16.0,54462.62648809524,1,CVM,data,cbsPremium,iot-saas-platform
2930,150,2.0,8.0,722.2385912698413,0,CVM,data,cbsPremium,infra-message-queue
21459,150,8.0,16.0,,0,CVM,data,cbsPremium,generic-unknown
17211,50,16.0,32.0,62640.42212301587,1,CVM,root,cbsPremium,infra-node
1144,300,4.0,16.0,,1,CVM,data,cbsHSSD,infra-database
6534,400,8.0,32.0,,1,CVM,data,cbsPremium,dev-test-env
22448,100,2.0,4.0,20830.5689484127,1,CVM,root,cbsPremium,generic-unknown
14304,50,8.0,32.0,,1,CVM,root,cbsPremium,compute-simulation
17798,50,2.0,4.0,14345.27232142857,1,CVM,root,cbsPremium,infra-node
6899,50,8.0,16.0,3180.06001984127,1,CVM,root,cbsssd,infra-node
1158,20,16.0,64.0,293.83382936507934,1,CVM,data,cbsPremium,infra-node
18853,50,4.0,8.0,,0,CVM,root,cbsBSSD,game-service
15669,50,2.0,2.0,,1,CVM,root,cbsPremium,infra-logging-monitoring
6535,50,16.0,32.0,8013.0922619047615,0,CVM,root,cbsPremium,infra-database
15221,50,32.0,128.0,6758.09375,1,CVM,root,cbsPremium,compute-simulation
6842,50,32.0,64.0,,1,CVM,root,cbsPremium,media-video-streaming
13005,50,2.0,4.0,6866.989087301588,1,CVM,root,cbsPremium,dev-test-env
9918,200,24.0,48.0,,0,CVM,root,cbsssd,infra-coordination
1302,100,16.0,32.0,,1,CVM,data,cbsPremium,infra-node
819,10,2.0,2.0,2.208829365079365,1,CVM,data,cbsPremium,iot-saas-platform
5589,50,4.0,8.0,6067.056051587301,1,CVM,root,cbsPremium,generic-unknown
4985,600,8.0,32.0,853.0128968253969,1,CVM,data,cbsBSSD,infra-node
6876,50,32.0,128.0,8247.457341269841,1,CVM,root,cbsssd,infra-node
23678,400,32.0,64.0,,1,CVM,root,cbsPremium,infra-node
9849,100,84.0,320.0,240.62400793650792,1,CVM,root,cbsPremium,infra-node
10092,50,8.0,16.0,,1,CVM,root,cbsssd,infra-database
15419,50,8.0,16.0,15504.93898809524,0,CVM,root,cbsPremium,infra-logging-monitoring
6536,50,32.0,128.0,8221.641865079366,1,CVM,root,cbsssd,compute-simulation
14679,50,4.0,16.0,329419.8695436508,1,CVM,root,cbsBSSD,infra-logging-monitoring
8393,200,16.0,32.0,22424.28125,1,CVM,data,cbsHSSD,infra-node
6013,50,2.0,8.0,327.14484126984127,1,CVM,root,cbsPremium,dev-test-env
21871,500,16.0,32.0,1325148.347718254,0,CVM,data,cbsssd,infra-message-queue
14128,100,8.0,32.0,14137.471726190475,1,CVM,root,cbsPremium,media-video-streaming
15685,50,48.0,192.0,,1,CVM,root,cbsssd,infra-node
3106,10,8.0,32.0,,0,CVM,data,cbsPremium,infra-node
5706,90,2.0,8.0,59224.88392857143,0,CVM,data,cbsPremium,infra-message-queue
12346,1000,8.0,32.0,,1,CVM,data,cbsPremium,infra-logging-monitoring
8310,50,16.0,32.0,,1,CVM,root,cbsPremium,dev-test-env
14546,300,8.0,32.0,,1,CVM,root,cbsBSSD,infra-node
15322,50,64.0,128.0,240785.59722222225,0,CVM,root,cbsPremium,infra-node
20510,170,4.0,8.0,21705.132936507936,0,CVM,data,cbsssd,infra-message-queue
18918,200,16.0,64.0,2823.93998015873,1,CVM,data,cbsBSSD,office-system
11229,200,8.0,64.0,,1,CVM,data,cbsPremium,game-service
16020,300,8.0,32.0,,1,CVM,data,cbsHSSD,infra-database
10876,100,8.0,16.0,51.05555555555556,1,CVM,root,cbsPremium,generic-unknown
20777,50,2.0,2.0,543.5396825396825,1,CVM,root,cbsPremium,game-service
14204,50,32.0,128.0,7103.87003968254,0,CVM,root,cbsPremium,infra-node
23741,50,8.0,32.0,,0,CVM,root,cbsPremium,infra-database
6595,100,84.0,320.0,151467.8849206349,1,CVM,root,cbsPremium,infra-node
9322,200,10.0,40.0,,1,CVM,root,cbsPremium,ai-machine-learning
2893,10,32.0,128.0,,1,CVM,data,cbsPremium,infra-node
9345,500,16.0,32.0,,1,CVM,data,cbsPremium,infra-database
6662,50,4.0,8.0,,0,CVM,root,cbsPremium,corp-website-portal
7449,50,8.0,32.0,,1,CVM,root,cbsssd,infra-logging-monitoring
218,200,16.0,64.0,15127.101686507936,1,CVM,data,cbsPremium,infra-node
7606,50,4.0,8.0,288.29563492063494,1,CVM,root,cbsPremium,media-video-streaming
5500,340,2.0,8.0,2042.639384920635,0,CVM,data,cbsPremium,infra-message-queue
7513,200,4.0,8.0,,1,CVM,data,cbsPremium,education-learning
13246,300,8.0,16.0,287811.72470238095,0,CVM,data,cbsPremium,infra-logging-monitoring
6425,300,24.0,48.0,2652.181547619048,1,CVM,data,cbsPremium,infra-message-queue
2876,2000,48.0,192.0,,1,CVM,data,cbsPremium,infra-node
8822,50,2.0,4.0,,1,CVM,root,cbsPremium,generic-unknown
11213,200,4.0,8.0,11699.69742063492,1,CVM,root,cbsPremium,office-system
15702,50,32.0,128.0,2464597.248511905,1,CVM,root,cbsPremium,infra-node
3208,400,4.0,8.0,,1,CVM,data,cbsPremium,dev-test-env
13317,200,16.0,32.0,,1,CVM,root,cbsPremium,infra-database
19126,80,8.0,16.0,,1,CVM,root,cbsPremium,infra-message-queue
5549,50,2.0,2.0,6959.662698412699,0,CVM,root,cbsBSSD,infra-logging-monitoring
11476,300,24.0,48.0,1546.1135912698412,1,CVM,data,cbsPremium,infra-message-queue
7305,100,16.0,64.0,11166.662202380952,0,CVM,root,cbsPremium,dev-test-env
6244,100,2.0,4.0,3060.777281746032,1,CVM,root,cbsPremium,infra-jumpbox
3115,130,4.0,8.0,1579.9786706349207,0,CVM,data,cbsPremium,infra-message-queue
10422,500,48.0,96.0,3972.373511904762,1,CVM,data,cbsPremium,infra-node
23733,150,8.0,32.0,78048.77926587302,1,CVM,root,cbsPremium,game-service
12230,20,4.0,16.0,7966.075396825397,0,CVM,data,cbsPremium,infra-database
3941,50,2.0,8.0,6522.933531746032,1,CVM,data,cbsBSSD,ai-machine-learning
10881,50,8.0,16.0,12475.754464285714,1,CVM,root,cbsPremium,infra-node
1604,50,4.0,16.0,,0,CVM,data,cbsHSSD,media-news-portal
7524,20,4.0,16.0,3282.5396825396824,0,CVM,data,cbsHSSD,infra-database
22514,50,4.0,8.0,631.2594246031746,1,CVM,root,cbsPremium,office-system
12532,50,48.0,96.0,,1,CVM,root,cbsPremium,media-video-streaming
18549,100,32.0,128.0,2426.279761904762,0,CVM,data,cbsHSSD,infra-database
962,200,2.0,4.0,,1,CVM,data,cbsPremium,generic-unknown
23342,500,2.0,4.0,,1,CVM,data,cbsPremium,infra-node
9303,50,4.0,8.0,5696.504464285715,1,CVM,root,cbsPremium,game-service
4902,50,16.0,32.0,7147.265376984127,1,CVM,data,cbsPremium,infra-message-queue
14827,50,2.0,8.0,,1,CVM,root,cbsPremium,infra-message-queue
12690,100,4.0,8.0,478.6279761904762,1,CVM,data,cbsPremium,game-service
327,40,4.0,16.0,2682.2926587301586,0,CVM,data,cbsHSSD,infra-database
10219,90,2.0,8.0,1097.59126984127,0,CVM,data,cbsPremium,infra-message-queue
12628,10,64.0,256.0,,1,CVM,data,cbsPremium,infra-node
18954,100,16.0,32.0,,0,CVM,data,cbsPremium,game-service
18121,50,8.0,16.0,9825.66369047619,1,CVM,data,cbsPremium,infra-cache
22189,500,32.0,128.0,,1,CVM,data,cbsPremium,dev-test-env
14383,100,4.0,8.0,,1,CVM,root,cbsPremium,office-system
20427,200,8.0,64.0,14178.280257936509,1,CVM,data,cbsPremium,infra-node
2349,10,16.0,64.0,7286.483630952381,1,CVM,data,cbsPremium,dev-test-env
15900,100,2.0,4.0,,1,CVM,data,cbsPremium,compute-simulation
16864,500,8.0,32.0,5378.606646825397,1,CVM,data,cbsHSSD,media-video-streaming
20715,500,96.0,384.0,170672.3695436508,1,CVM,root,cbsPremium,dev-test-env
20761,50,4.0,8.0,,1,CVM,root,cbsPremium,game-service
23119,300,32.0,64.0,48903.444444444445,1,CVM,root,cbsBSSD,infra-node
618,50,32.0,64.0,249.8110119047619,1,CVM,data,cbsssd,infra-node
4479,350,8.0,32.0,995.5818452380952,1,CVM,data,cbsBSSD,infra-node
16747,50,8.0,16.0,15594.203869047618,0,CVM,root,cbsPremium,media-video-streaming
15785,50,4.0,8.0,,1,CVM,root,cbsssd,infra-logging-monitoring
2457,1000,16.0,64.0,,0,CVM,data,cbsPremium,dev-test-env
4645,300,8.0,32.0,,1,CVM,data,cbsssd,dev-test-env
7503,100,16.0,64.0,2018210.847718254,0,CVM,root,cbsPremium,infra-node
17259,200,8.0,32.0,2373.96875,0,CVM,data,cbsssd,infra-database
10127,1000,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
24039,50,48.0,192.0,,1,CVM,root,cbsPremium,generic-unknown
3295,200,4.0,8.0,6304.304067460317,1,CVM,data,cbsPremium,dev-test-env
22826,7100,32.0,128.0,10230.50496031746,1,CVM,data,cbsPremium,iot-saas-platform
14002,50,80.0,160.0,18883.37797619048,1,CVM,root,cbsPremium,infra-node
2403,50,4.0,32.0,,1,CVM,root,cbsPremium,infra-database
12331,20,4.0,16.0,10721.211805555557,0,CVM,data,cbsPremium,infra-database
878,500,16.0,64.0,7158.533234126984,1,CVM,data,cbsssd,infra-node
18403,200,8.0,16.0,,1,CVM,root,cbsPremium,media-video-streaming
2109,100,4.0,8.0,,1,CVM,data,cbsPremium,generic-unknown
17880,50,32.0,64.0,28084.917162698413,0,CVM,root,cbsPremium,media-video-streaming
7653,50,16.0,32.0,17785.822420634922,1,CVM,root,cbsssd,infra-node
5848,300,24.0,48.0,2667.6071428571427,1,CVM,data,cbsPremium,infra-message-queue
15773,50,4.0,16.0,2435.65128968254,0,CVM,data,cbsHSSD,infra-database
410,20,16.0,64.0,,1,CVM,data,cbsPremium,infra-node
3899,50,8.0,16.0,,1,CVM,root,cbsPremium,media-video-streaming
